x,y,z
-0.004157,-0.020209501,0.023370001
-0.004225,-0.021224501,0.023370001
-0.004306001,-0.022235502,0.023371
-0.004383001,-0.023254501,0.023370001
-0.004411,-0.024540501,0.023386002
-0.004406,-0.025709501,0.023401
-0.004428,-0.0267975,0.023402002
-0.004430001,-0.027383501,0.02341
-0.004499,-0.027953502,0.023439001
-0.004732001,-0.028899502,0.023446001
-0.005078,-0.0298815,0.023455001
-0.005444,-0.030819502,0.023462001
-0.005824001,-0.031756502,0.023469999
-0.006211,-0.0326875,0.023472
-0.006607001,-0.033609502,0.023479
-0.006976,-0.0345615,0.023483999
-0.007349,-0.0354915,0.023487002
-0.007505001,-0.035887502,0.023487002
-0.007854001,-0.036821499,0.023494001
-0.008202001,-0.037754502,0.023499999
-0.008557,-0.0386995,0.023502
-0.008858,-0.039658502,0.023508999
0.010074,-0.071165502,0.023786001
0.010906,-0.071144499,0.023867
0.011913001,-0.070898503,0.023880001
0.012899,-0.070692502,0.023887999
0.013886,-0.070545502,0.023896001
0.01489,-0.070423499,0.023903001
0.015877001,-0.070350498,0.023905002
0.016889,-0.070345499,0.023919001
0.017894,-0.070347503,0.02392
0.018892001,-0.070364498,0.023928002
0.019891001,-0.070393503,0.023933999
0.020887,-0.070405498,0.023944002
0.035619002,-0.062962502,0.024677001
0.036309,-0.062232502,0.02468
0.036958002,-0.061474502,0.024677001
0.037564002,-0.060668502,0.024672002
0.037739001,-0.060401503,0.024672002
0.038246002,-0.059534501,0.024672002
0.038672,-0.058622502,0.024670001
0.039048001,-0.057683501,0.024657
0.039353002,-0.056700502,0.024661999
0.039608002,-0.055696502,0.024657
0.039832,-0.054674502,0.024649002
0.039989002,-0.053786501,0.024647001
0.040150002,-0.052793503,0.024634
0.040275,-0.051787503,0.024631001
0.040382002,-0.050577503,0.024618
0.040436,-0.049572501,0.024618
0.040469002,-0.048575502,0.024608999
0.040499002,-0.047580503,0.024606999
0.040498,-0.046577502,0.024601001
0.040465999,-0.045582503,0.024592001
0.040407002,-0.044581503,0.024583999
0.036084,-0.0286135,0.024438001
0.035642002,-0.027714502,0.024422001
0.035353001,-0.026732501,0.024397999
0.035217002,-0.025647501,0.024377
0.035139002,-0.024807502,0.024355002
0.035031002,-0.023796501,0.024344999
0.034906,-0.022800501,0.024328999
0.034696002,-0.021344502,0.024300002
0.034504,-0.0202755,0.024293002
0.034450002,-0.019817501,0.024298999
0.030659001,-0.0053595,0.024161
0.030329,-0.0045885,0.024144001
0.029895,-0.0035015,0.024130002
0.026998,0.008655501,0.024045002
0.027164999,0.0096445,0.024036001
0.027386,0.0106195,0.024044
0.027542001,0.0112635,0.024045002
0.027804,0.0122805,0.024052002
0.028078999,0.0132795,0.024037
0.028359,0.0142695,0.024029002
0.030898999,0.026377499,0.023979999
0.030898999,0.0273785,0.023965999
0.030868001,0.028375499,0.023952
0.030820999,0.029376499,0.023952
0.030809,0.0303795,0.023942001
0.030793,0.030956499,0.023935001
0.030778002,0.031374499,0.023942001
0.030751999,0.031969499,0.023935001
0.030735999,0.032373499,0.023929
0.030654002,0.033365499,0.02392
0.030576002,0.033976499,0.02392
0.030459002,0.034984499,0.023910999
0.024207,0.045814499,0.023797002
0.023510002,0.046532501,0.023788001
0.022816001,0.0472565,0.023779001
0.022123002,0.047975499,0.023770999
0.02141,0.0486665,0.023757
0.020666,0.0493435,0.023743
0.019879,0.0499635,0.023735002
0.019035,0.050485499,0.023724999
0.018382,0.0507905,0.023712002
0.018054999,0.050940502,0.023712002
0.017108001,0.051280502,0.023708999
0.016148999,0.051562499,0.023695
0.015178001,0.051813502,0.023687001
0.014223,0.0520535,0.023685999
0.013261001,0.0522875,0.023671001
0.012932001,0.0523655,0.023665
0.011942,0.052589502,0.023657002
0.010938,0.052793499,0.023649
0.009951,0.052975502,0.023641001
0.009189,0.0530825,0.023639001
0.008142,0.053165499,0.023623999
0.007079,0.0532015,0.023623999
0.005977,0.053445499,0.023618001
0.005367,0.0535785,0.023609001
0.004319,0.053338502,0.023603
0.00349,0.052793499,0.023595002
0.002796,0.051900502,0.023600999
0.002331,0.0509465,0.023607999
0.00198,0.0498695,0.023616999
0.001631,0.0487925,0.023618001
0.001146,0.047860499,0.023618001
0.000472,0.0471595,0.023623999
-0.000256,0.046473499,0.023623999
-0.000911,0.045706499,0.023623999
-0.001429,0.0448265,0.023625001
-0.001654,0.044303499,0.023632001
-0.002021,0.0433615,0.023633
-0.002355,0.042403501,0.023639999
-0.002735,0.0414805,0.023639001
-0.003260001,0.0406285,0.023630999
-0.003880001,0.039832499,0.023625001
-0.004352001,0.0392485,0.023632001
-0.002398,0.0126055,0.023843002
-0.001995,0.0116735,0.023843002
-0.001693,0.0106975,0.023841001
-0.001456,0.0096745,0.023841999
-0.003268001,-0.019420501,0.024091002
-0.003322001,-0.020434501,0.024068002
-0.003458,-0.0215845,0.024076
-0.003523001,-0.022451501,0.024082001
-0.003593001,-0.0234855,0.024089001
-0.003616001,-0.023853499,0.024083
-0.003694001,-0.0249005,0.024089001
-0.003756001,-0.0260395,0.024098001
-0.003893,-0.027131502,0.024128001
-0.004181,-0.028068502,0.024137001
-0.004545,-0.029030502,0.024149999
-0.004939,-0.029951502,0.024158999
-0.005336001,-0.0308805,0.024161
-0.005739001,-0.031802502,0.024168
-0.006125,-0.032732502,0.024169002
-0.006289001,-0.033104502,0.024174001
-0.006692001,-0.0340265,0.024176002
-0.006924001,-0.034576502,0.024184
-0.007311,-0.0355125,0.024190001
-0.007691001,-0.0364425,0.024188999
-0.00783,-0.036824502,0.024192002
-0.008168,-0.0377695,0.024197999
-0.008497001,-0.0387135,0.0242
-0.008789,-0.039674502,0.024204999
0.00989,-0.070788503,0.024452999
0.010906,-0.070758499,0.024560999
0.011896,-0.070568502,0.024569999
0.012901001,-0.070387498,0.024585001
0.013896001,-0.070292503,0.024595
0.014876001,-0.070193499,0.024601001
0.015872,-0.070129499,0.024603002
0.016887,-0.070138499,0.024610002
0.017883001,-0.070131503,0.024617001
0.018882001,-0.070143498,0.024624001
0.019885,-0.070138499,0.024626002
0.020883001,-0.070134498,0.024631999
0.035348002,-0.062687501,0.025362
0.036038,-0.061965503,0.025362
0.036692999,-0.061214503,0.025362
0.037312999,-0.060408503,0.025369
0.037851002,-0.059549503,0.025359999
0.038392,-0.058452502,0.025359001
0.038756002,-0.057519503,0.025352001
0.039074,-0.056550503,0.025346
0.039335001,-0.055549502,0.025345001
0.039554,-0.054520503,0.025345001
0.039748002,-0.053482503,0.025336001
0.039872002,-0.052715503,0.02533
0.039996002,-0.051709503,0.025323
0.040095001,-0.050701503,0.025315002
0.040182002,-0.049686503,0.025314
0.040227,-0.048674501,0.025304999
0.040258002,-0.047573503,0.025304999
0.040258002,-0.046572503,0.025290001
0.040252,-0.045573503,0.025290001
0.035501,-0.0277895,0.025120001
0.035023,-0.026697502,0.025098
0.034752,-0.0255385,0.025067002
0.034628,-0.024818501,0.025059
0.034549002,-0.0243995,0.025044002
0.034325,-0.023126502,0.025029
0.034108002,-0.021968501,0.025003999
0.034055002,-0.021715499,0.025003999
0.033853002,-0.020659501,0.024982002
0.033691,-0.0195865,0.024971999
0.033605002,-0.0189985,0.024966002
0.026387,0.0088175,0.024750002
0.026577,0.0098015,0.024734002
0.026831999,0.0107825,0.024755999
0.027112,0.0117295,0.024757002
0.027339,0.012559501,0.024757002
0.027638,0.0135325,0.024734002
0.030529,0.0253915,0.024677999
0.030553002,0.026384499,0.024672002
0.030507002,0.027376499,0.024657
0.030468002,0.028375499,0.024649002
0.030452002,0.0288065,0.024647001
0.030435,0.0298215,0.024641
0.030437,0.030382499,0.024640001
0.030421,0.031381499,0.024638001
0.030375,0.0323705,0.024626002
0.030329,0.032885499,0.024622999
0.030236002,0.033900499,0.024617001
0.030112002,0.0348945,0.024608001
0.030049,0.035369501,0.024606999
0.024106,0.045736499,0.024500001
0.023455001,0.0464845,0.024493001
0.022808,0.0472585,0.024484001
0.022137001,0.048004501,0.024470001
0.021445001,0.0487235,0.024455
0.020713001,0.049401499,0.024448
0.019966001,0.050044499,0.024438001
0.019351,0.0504825,0.024429999
0.018487001,0.0509695,0.024417002
0.017555,0.0513645,0.024408001
0.016605001,0.0516955,0.024399001
0.016214,0.0518195,0.024399001
0.015256001,0.0520995,0.024383999
0.014294,0.0523615,0.024378002
0.01334,0.0526045,0.02437
0.012376,0.0528525,0.024360999
0.011942,0.052949499,0.024355002
0.010939,0.053156499,0.024344999
0.009946,0.0533395,0.024337001
0.009096,0.053471502,0.024328999
0.008020001,0.053586502,0.024323002
0.006943,0.053629499,0.024315
0.005851,0.053829502,0.024308
0.005136,0.053978499,0.024305999
0.004125,0.053705502,0.024298999
0.003296,0.0531375,0.024298001
0.002645,0.0522555,0.024298999
0.002141,0.051133502,0.024300002
0.001821,0.050044499,0.024305999
0.001503,0.0489325,0.024314001
0.001027,0.0480255,0.024315
0.000337,0.0472835,0.024321999
-0.000371,0.0465855,0.024321999
-0.000983,0.0457865,0.024323002
-0.001457,0.044861499,0.024324
-0.001682,0.044319499,0.024330001
-0.001988,0.043343499,0.024338
-0.002247,0.042344499,0.024339002
-0.002513,0.041359499,0.024339002
-0.002888001,0.0404885,0.024328999
-0.003491,0.0396115,0.024328999
-0.004128001,0.038819499,0.024330001
-0.001643,0.0119065,0.024553001
-0.001251,0.0109635,0.024553001
-0.000941,0.0099705,0.024546999
-0.000612,0.0090405,0.024560999
-0.002389,-0.020708501,0.024833001
-0.002507,-0.021697501,0.024801001
-0.002569,-0.022010501,0.024796002
-0.002742,-0.0233695,0.024796002
-0.002774,-0.0236635,0.024796002
-0.002904001,-0.024687501,0.024810001
-0.002981001,-0.025345501,0.024811
-0.003035001,-0.025712501,0.024803001
-0.003206001,-0.026341502,0.024817999
-0.00335,-0.026840501,0.024817001
-0.003756001,-0.027822502,0.024834
-0.004213001,-0.0287835,0.024843
-0.004375,-0.029122502,0.024849001
-0.004794001,-0.030043501,0.024857
-0.005218,-0.030949499,0.024865001
-0.005643,-0.0318515,0.024872001
-0.006062,-0.032777499,0.024874002
-0.006472,-0.033692501,0.024879999
-0.006875,-0.0346075,0.024886001
-0.00703,-0.0349705,0.024881002
-0.007389001,-0.035915501,0.024886999
-0.007742,-0.036844499,0.024893999
-0.008076,-0.0377925,0.024896
-0.00838,-0.0387435,0.024896
-0.008644001,-0.039706502,0.024896
0.009217,-0.070497498,0.025168002
0.010294,-0.070368499,0.025212001
0.010906,-0.070340499,0.025258001
0.011904,-0.070194498,0.025274001
0.012898,-0.070081502,0.025281001
0.013886,-0.070008501,0.025288999
0.01487,-0.069946498,0.025292002
0.015870001,-0.069883503,0.025306001
0.016876999,-0.069872499,0.025311999
0.017881,-0.069879502,0.025313001
0.01887,-0.069879502,0.025320001
0.019879,-0.069851503,0.025322001
0.020876002,-0.069819503,0.025327999
0.034341,-0.063095503,0.026064001
0.035038002,-0.062377501,0.026051
0.035735,-0.061665501,0.026058
0.036394,-0.060900502,0.026058
0.037006002,-0.060124502,0.026058
0.03757,-0.059262503,0.026051
0.038035002,-0.058266502,0.026036002
0.038432002,-0.057333503,0.026048999
0.038770001,-0.056367502,0.026043002
0.039036002,-0.055386502,0.026036002
0.039273001,-0.054366503,0.026041001
0.039469,-0.053328503,0.026028
0.039632,-0.052284501,0.026025999
0.039717,-0.051640503,0.026020002
0.039831001,-0.050612502,0.026018001
0.039909001,-0.049610503,0.026011001
0.039972,-0.048600502,0.026002999
0.040010002,-0.047560502,0.025993999
0.040034,-0.046566501,0.025988001
0.040025,-0.045569502,0.025979001
0.034822002,-0.026879501,0.025788002
0.034403,-0.025903501,0.025777001
0.034085002,-0.024741501,0.025741
0.033913001,-0.0240745,0.025725
0.033807002,-0.023667499,0.025718
0.033516999,-0.022556501,0.025717001
0.03328,-0.021360502,0.025699999
0.033038002,-0.020163501,0.025656
0.032792002,-0.018957499,0.025655001
0.030088,0.024402499,0.025382001
0.030158002,0.025392499,0.025373999
0.030133002,0.0263905,0.025361001
0.030065,0.027385499,0.025346
0.030025002,0.028391499,0.025336999
0.030019,0.0293875,0.025343001
0.030026,0.030391499,0.025336001
0.030046999,0.0313925,0.025329001
0.029995002,0.0323865,0.025315002
0.029910002,0.0333765,0.025311999
0.024013001,0.045660499,0.025199
0.023407999,0.046457499,0.025189001
0.022797,0.047254499,0.025180999
0.022149,0.0480345,0.025167
0.021478999,0.0487675,0.025157001
0.020771001,0.0494725,0.025150999
0.020026,0.050136499,0.025136001
0.019229,0.050740499,0.025127001
0.01857,0.0511395,0.025118999
0.017673001,0.0515665,0.025104001
0.016726,0.051928502,0.025095999
0.015757,0.0522465,0.025088999
0.015325001,0.052387502,0.025088999
0.014369,0.052660499,0.025075
0.013414,0.052926499,0.025065999
0.012468,0.053188499,0.025052
0.011934,0.0533165,0.025049999
0.010937,0.053537499,0.025043
0.009929,0.0537345,0.025040999
0.008976,0.0538905,0.02502
0.0079,0.054004502,0.025019001
0.0068,0.054065499,0.025010999
0.005737,0.0542305,0.025003001
0.004884,0.054376502,0.025005002
0.003927,0.054064501,0.024998002
0.003102,0.0534775,0.024987999
0.002467,0.052594502,0.024994999
0.002331,0.0523335,0.024996001
0.001932,0.0513235,0.025001999
0.00163,0.050253499,0.025005002
0.00136,0.049059499,0.025010999
0.000894,0.048177499,0.025017999
0.000197,0.0474215,0.025019001
-0.000496,0.046705499,0.02502
-0.001061,0.045866501,0.025019001
-0.001499,0.0448955,0.025026999
-0.001709,0.0443305,0.025029
-0.001988,0.043359499,0.025036
-0.002188,0.042335499,0.025036
-0.002312,0.0413725,0.025043
-0.002545,0.040399499,0.025035001
-0.00305,0.0394965,0.025026999
-0.003740001,0.0385985,0.025028002
-0.000857,0.0112035,0.025258999
-0.00045,0.0102795,0.025253002
-9.70E-05,0.009321501,0.025261
0.000259,0.0083915,0.025274999
-0.001511,-0.0208725,0.025524002
-0.001608,-0.021738499,0.025524002
-0.001767,-0.0227965,0.0255
-0.001952,-0.0239085,0.025517002
-0.002255,-0.025101501,0.025508001
-0.002627,-0.0261315,0.025517002
-0.003066001,-0.027081501,0.025524002
-0.003547001,-0.0280305,0.025538001
-0.003715,-0.028346501,0.025539
-0.004189,-0.029225502,0.025545999
-0.004636,-0.030128501,0.025555
-0.005087,-0.0310065,0.025561001
-0.005530001,-0.031910501,0.025568001
-0.005956001,-0.032824501,0.025575999
-0.006358,-0.0337415,0.025577001
-0.006761,-0.0346765,0.025575999
-0.00714,-0.035607502,0.025579002
-0.007473,-0.036574502,0.025584001
-0.007799,-0.037529502,0.025584001
-0.007892,-0.037830502,0.025584999
-0.008171001,-0.0387985,0.025584001
-0.008387,-0.039768502,0.025586002
0.008309,-0.070233501,0.025927
0.009347,-0.070132501,0.025935002
0.01044,-0.069978498,0.025949001
0.011519,-0.069838502,0.025954999
0.012589,-0.069734499,0.025963001
0.013623,-0.069714502,0.025974002
0.01388,-0.069704503,0.025981002
0.014873,-0.069642499,0.025989
0.015873,-0.069601499,0.025996
0.016874,-0.069599502,0.026002001
0.017868999,-0.069574498,0.025997002
0.01887,-0.069550499,0.026005
0.019868001,-0.069527499,0.026018001
0.020864001,-0.069477499,0.026016999
0.032776002,-0.064044498,0.026741002
0.033303,-0.063476503,0.026741002
0.033999,-0.062753499,0.026748002
0.034689002,-0.062023502,0.026746999
0.035401002,-0.061316501,0.026741002
0.036061,-0.060576502,0.026741002
0.036712002,-0.059804503,0.026748002
0.037261002,-0.058968503,0.026746999
0.037717,-0.058052503,0.026725002
0.038113002,-0.057148501,0.026733
0.038447,-0.056185503,0.026737999
0.038718,-0.055200502,0.026730001
0.038956001,-0.054171503,0.026730999
0.039160002,-0.053147502,0.026725002
0.039335001,-0.052095503,0.026721999
0.039473999,-0.051043503,0.026709002
0.039584,-0.049932502,0.026700001
0.039622001,-0.049548503,0.026700001
0.039668001,-0.048508503,0.026698999
0.039702002,-0.047495503,0.026686002
0.039707001,-0.043566503,0.026668999
0.039669,-0.042572502,0.026655
0.034101002,-0.0262255,0.026477002
0.033673,-0.025229501,0.026450999
0.033318002,-0.024141502,0.026436999
0.032978002,-0.023052501,0.0264
0.032667,-0.021976501,0.026392002
0.032389,-0.020855501,0.026407
0.032125,-0.019745501,0.026369002
0.032054,-0.019351501,0.026374999
0.031867001,-0.018280501,0.026351001
0.02942,0.0225095,0.026098002
0.029600002,0.0234925,0.026087001
0.029701002,0.0243995,0.026071999
0.029731002,0.0253965,0.026066002
0.029669002,0.0263885,0.026048999
0.029577002,0.027392499,0.026034001
0.029553,0.0284025,0.026035
0.029552002,0.028692499,0.026032999
0.029576,0.029725499,0.026035
0.029624,0.030683499,0.026019
0.029630002,0.0313925,0.026012
0.029589999,0.032387499,0.026005
0.023560001,0.0461125,0.025896002
0.022994,0.0469345,0.025885999
0.022762001,0.0472445,0.025880001
0.022150001,0.048044499,0.025871001
0.021507001,0.048804499,0.025862999
0.020817,0.0495295,0.025850002
0.020098001,0.0502185,0.025839001
0.019322,0.050841499,0.025825001
0.018651001,0.051280502,0.025816001
0.01777,0.051755499,0.025807999
0.016845001,0.052150499,0.025795002
0.015882,0.0524805,0.02578
0.015387001,0.052637499,0.025777999
0.014434,0.052949499,0.025772002
0.013493001,0.0532385,0.025768999
0.012545,0.053514499,0.025754999
0.011929,0.053675499,0.025748
0.010925001,0.053921502,0.025738999
0.00992,0.054125499,0.025740001
0.008878,0.054313499,0.025725
0.007768,0.054426502,0.025717001
0.006736,0.0545105,0.025708999
0.006014,0.0546715,0.025671002
0.004682,0.054840501,0.025669001
0.003656,0.0545245,0.025617
0.002901,0.053820502,0.025669999
0.002282,0.052917499,0.025687002
0.002111,0.052577499,0.025694001
0.001723,0.051562499,0.025695
0.001434,0.0504735,0.025703002
0.001213,0.049261499,0.025708999
0.000747,0.0483215,0.025710002
4.30E-05,0.0475775,0.025715999
-0.000615,0.0468265,0.025717001
-0.001146,0.045975499,0.025718
-0.00155,0.044976499,0.025725
-0.001747,0.044356499,0.025731001
-0.001991,0.043341499,0.025738999
-0.002146,0.042305499,0.025740001
-0.002177,0.0413335,0.025747001
-0.002251,0.0403325,0.025747001
-0.002607,0.039384499,0.025738999
-0.003221001,0.038502499,0.025731001
-1.50E-05,0.0105505,0.025963999
0.000392,0.009623501,0.025958002
0.000822,0.008709501,0.025973
0.001232,0.007787501,0.025979999
-0.000557,-0.0209755,0.026253
-0.000767,-0.0219825,0.026222002
-0.000996,-0.0231185,0.026214
-0.001216,-0.024017502,0.026206002
-0.001383,-0.0245395,0.026211999
-0.001808,-0.025512502,0.026211999
-0.002309,-0.026430501,0.026222002
-0.002812,-0.027313501,0.026227999
-0.003330001,-0.0282185,0.026237
-0.003839,-0.0291395,0.026243001
-0.004442,-0.0302395,0.026257001
-0.004918001,-0.031115502,0.026259001
-0.005375001,-0.0319985,0.02626
-0.005801001,-0.0329125,0.026273001
-0.006203,-0.0338265,0.026268002
-0.006591001,-0.0347475,0.026273999
-0.006961,-0.0357095,0.026275001
-0.007288001,-0.036661502,0.026275001
-0.007366001,-0.0369335,0.026275001
-0.007629001,-0.037901502,0.026280999
-0.007877001,-0.0388675,0.026282001
0.0074,-0.069760501,0.026609
0.008448,-0.069730498,0.026622001
0.009492001,-0.069642499,0.026632
0.010561001,-0.069527499,0.026645001
0.01164,-0.069387503,0.026648
0.012703001,-0.069291502,0.026659999
0.013715,-0.069344498,0.026670001
0.01472,-0.069339499,0.026679002
0.015873,-0.069279499,0.026691001
0.016864,-0.069252498,0.026691999
0.017863,-0.069213502,0.026694
0.018866001,-0.069183499,0.026700001
0.019858001,-0.069135502,0.026707001
0.020855,-0.069052503,0.026709002
0.021139,-0.069029503,0.026709002
0.032503001,-0.063525498,0.027435999
0.033218,-0.062788501,0.027438
0.033611,-0.062369503,0.027442999
0.034295,-0.061632503,0.027430002
0.035013001,-0.060939502,0.027421001
0.035705,-0.060229503,0.027429
0.036362,-0.059472501,0.027438
0.036928002,-0.058626503,0.027445
0.037423,-0.057724502,0.027435001
0.03782,-0.056734502,0.027428001
0.038083002,-0.055965502,0.027422
0.038370002,-0.054982502,0.027419001
0.03861,-0.053976502,0.027415
0.038817,-0.052947503,0.027415
0.038997002,-0.051895503,0.027406
0.039144002,-0.050860502,0.027396001
0.039188001,-0.050453503,0.027389999
0.039284002,-0.049436502,0.027396999
0.039337002,-0.048416503,0.027389001
0.039439,-0.043566503,0.027357001
0.039388999,-0.0425645,0.027353
0.033303,-0.025586501,0.027151
0.032868002,-0.024575502,0.027127001
0.032467,-0.023564501,0.027105
0.032103002,-0.022510501,0.027081002
0.031750999,-0.021449501,0.027093999
0.031413,-0.020387501,0.027063999
0.028717,0.0210055,0.026794001
0.028872002,0.0216165,0.026787002
0.029058002,0.0226105,0.026785001
0.029189002,0.023410499,0.026776999
0.029275,0.024395499,0.026756
0.029251002,0.0253985,0.026748002
0.029132999,0.0263885,0.026741002
0.029035002,0.027415499,0.026732001
0.029042002,0.028469499,0.026725002
0.029095002,0.029406499,0.026717
0.029128,0.0298445,0.026725002
0.029173002,0.0308825,0.026717
0.029167,0.0313925,0.026717
0.023997001,0.0452145,0.026601002
0.023486,0.046078499,0.026593
0.022955,0.0469235,0.026585001
0.022386,0.0477545,0.02657
0.021774001,0.048549499,0.026560999
0.02153,0.048843499,0.026560001
0.020860001,0.0495845,0.026551999
0.020156,0.050290499,0.026537001
0.019399,0.050942499,0.026523001
0.018603001,0.051516499,0.026521001
0.017861001,0.051934499,0.026505999
0.016953001,0.052364502,0.026493002
0.016021,0.052724499,0.026482999
0.015056,0.053055499,0.026469
0.014498,0.053243499,0.026468001
0.013574,0.0535415,0.026461001
0.01263,0.0538355,0.026454002
0.00309,0.0282115,-0.031417001
0.002773,0.0272405,-0.031557001
0.002483,0.0266455,-0.031642001
0.00199,0.0257935,-0.031766001
0.001433,0.024976499,-0.031880002
0.000732,0.024278499,-0.031984001
0.000367,0.0240185,-0.032027002
0.002966,0.031335499,-0.030955002
0.003241,0.0303495,-0.031099003
0.002343,0.053710502,0.026374001
0.00187,0.052819502,0.026384
0.001498,0.0517595,0.026392002
0.001235,0.0506345,0.026397001
0.001065,0.049401499,0.026406001
0.000578,0.048464499,0.026413001
-0.000116,0.047734499,0.026413001
-0.00074,0.0469735,0.026413001
-0.00124,0.046052501,0.026420999
-0.001626,0.0450425,0.026423
-0.001808,0.0444085,0.026429001
-0.002003,0.0433845,0.026436001
-0.002081,0.0422865,0.026443001
-0.002037,0.0413015,0.026443999
-0.001994,0.040236499,0.026446
-0.002161,0.0394045,0.026436999
-0.002374,0.0389615,0.026436001
0.000879,0.0099175,0.026671
0.001355,0.0090345,0.026671
0.001829,0.0081405,0.026679002
0.00232,0.0072835,0.02671
0.002828,0.006424501,0.026717
0.003346,0.0055715,0.026730001
0.000287,-0.021467499,0.026957002
3.50E-05,-0.022437502,0.026957002
-0.000121,-0.0230495,0.026957002
-0.000516,-0.0239935,0.026941001
-0.000946,-0.0249575,0.026911002
-0.001445,-0.0258605,0.02691
-0.001983,-0.0267235,0.026919
-0.002541,-0.0275895,0.026934002
-0.003074001,-0.028458502,0.026932999
-0.003601001,-0.029353499,0.026932999
-0.004134,-0.030244499,0.026939001
-0.004678001,-0.031246502,0.026942
-0.005149,-0.032130502,0.026950002
-0.005561001,-0.033028502,0.026950002
-0.005971001,-0.0339505,0.026955001
-0.006351001,-0.0348805,0.026949
-0.006692001,-0.035848502,0.026962999
-0.007001,-0.036824502,0.026962999
-0.007296001,-0.037986502,0.026964001
-0.007490001,-0.038962502,0.026978999
0.006763,-0.069185503,0.027283002
0.007563,-0.069213502,0.027295001
0.00858,-0.069185503,0.027311999
0.009643001,-0.069084503,0.027321
0.010687,-0.068999499,0.027329002
0.013884,-0.068951502,0.027359001
0.014863,-0.069004498,0.027383
0.015867,-0.068907499,0.027383
0.016866,-0.068869501,0.027384002
0.017855,-0.068820499,0.027380999
0.018853001,-0.068763502,0.027382001
0.019850001,-0.068683498,0.027391002
0.021023002,-0.068568498,0.027387999
0.000756,-0.022843501,0.027644001
0.000353,-0.023760501,0.027651999
-0.000105,-0.024609501,0.027621001
-0.000531,-0.025368501,0.027615
-0.001076,-0.0262325,0.027623001
-0.001654,-0.0270455,0.027608
-0.002228,-0.0278835,0.027616002
-0.002778,-0.0287675,0.027631
-0.003336,-0.0296125,0.027630001
-0.003856,-0.030511502,0.027637001
-0.004375,-0.031432502,0.027630001
-0.004846,-0.032305501,0.027624
-0.005251001,-0.0332275,0.027637001
-0.005661,-0.0341365,0.027638
-0.006010001,-0.035078499,0.027639002
-0.006351001,-0.0360425,0.027647
-0.006651,-0.0371265,0.027651999
-0.006870001,-0.0380865,0.027647
0.007133,-0.068542503,0.027977001
0.007718,-0.068575501,0.027972002
0.008725001,-0.068602502,0.027996
0.009796,-0.068494499,0.028002001
0.010845,-0.068414502,0.028019
0.012993,-0.068267502,0.028058
0.013946,-0.068474501,0.028050002
0.01492,-0.068549499,0.028042
0.015851,-0.068515502,0.028072
0.016846001,-0.068416499,0.028064001
0.017844001,-0.068317503,0.028065
0.018847,-0.068253502,0.028071001
0.019842001,-0.068157502,0.028071001
0.020832,-0.068003498,0.028069999
0.031498,-0.063809499,0.028117001
0.032188002,-0.063040502,0.028119002
0.032915,-0.062282503,0.028112002
0.033210002,-0.061963502,0.028112002
0.033899002,-0.061240502,0.028127
0.034605,-0.060532503,0.028119002
0.035317,-0.059830502,0.028117001
0.035980999,-0.059102502,0.028117001
0.036557,-0.058268502,0.028112002
0.03706,-0.057372503,0.028126001
0.037463002,-0.056376502,0.028104
0.037679002,-0.055742502,0.028112002
0.037967,-0.054755501,0.028111
0.038230002,-0.053763501,0.028104
0.038446002,-0.052738503,0.028096002
0.038630001,-0.051693503,0.028085999
0.03878,-0.050630502,0.028080001
0.038881,-0.049526501,0.028078999
0.038972002,-0.048329502,0.028073002
0.039112002,-0.043187503,0.028034002
0.039096002,-0.042561501,0.028034002
0.032962002,-0.025934501,0.027853001
0.032443002,-0.0249925,0.02781
0.031970002,-0.0240715,0.027824
0.031522002,-0.0230725,0.027798999
0.031133,-0.022111502,0.027802002
0.030739002,-0.021050502,0.027771
0.027688,0.018841501,0.027491
0.028002001,0.0197955,0.027488999
0.028278001,0.020744499,0.027484
0.028499,0.0217265,0.027483001
0.028617002,0.0224155,0.027481999
0.028744999,0.023417499,0.027460001
0.028786,0.0244045,0.027446002
0.028694,0.025385499,0.027430002
0.028547,0.0263885,0.027422
0.028469,0.0273875,0.027422
0.028508,0.0284025,0.027415
0.0286,0.029406499,0.027414002
0.028692,0.0304095,0.027414002
0.028714001,0.031404499,0.027407002
0.024307001,0.0442525,0.027306002
0.023873001,0.0451525,0.027298
0.023409002,0.0460435,0.027291
0.022909001,0.046905499,0.027282
0.022367001,0.047750499,0.027272999
0.021786001,0.048570499,0.027260002
0.021557,0.048880499,0.027258001
0.020907,0.049640499,0.027249999
0.020222001,0.0503655,0.027235001
0.019486001,0.051034499,0.027221002
0.0187,0.0516495,0.027213
0.017832,0.052182499,0.027203001
0.016889,0.052646499,0.027187999
0.016129,0.0529535,0.027181
0.003257,0.029213499,-0.031272002
0.003238,0.028981499,-0.032014001
0.003102,0.028312501,-0.032112002
0.002757,0.027330499,-0.032250002
0.002494,0.0267375,-0.032337002
0.002006,0.0258875,-0.032459002
0.001391,0.025098499,-0.032576002
0.000755,0.024377499,-0.032679003
0.000383,0.024099499,-0.032725003
-0.000437,0.0235935,-0.032803003
0.002273,0.0328185,-0.031451002
0.00258,0.0324165,-0.031506002
0.003022,0.031475499,-0.031641003
0.003289,0.030499499,-0.031784002
0.002017,0.0539915,0.027024999
0.001599,0.0530685,0.027057
0.001285,0.051992502,0.027081002
0.001049,0.050818499,0.027093999
